Agricultureforestryandfishing,Miningandquarrying,Manufacturing,Electricitygasaircondsupply,Watersupplyseweragewaste,Construction,Wholesaleretailrepairofvehicles,Transportandstorage,Accommodationandfoodservices,Informationandcommunication,Financialandinsuranceactivities,Realestateactivities,Profscientifictechnicalactiv.,Adminandsupportservices,Publicadminanddefence,Education,Healthandsocialwork,Artsentertainmentandrecreation,Otherserviceactivities,Householdsasemployers,Extraterritorialorganisations
754,"1,897","59,151","4,160",892,"39,742","105,112","4,612","1,840","4,558",0,"6,515","11,772","2,123",0,469,568,629,483,0,0
