0.101017597,0.0582849,0.000144238,9.48E-05,0.11289999,0.000520787,0.000146556,0.000360899,0.00042357,5.00E-05,0.00068035,0.003314618,0.00327609,0.000271529,0.000555116,0.000284805,0.000291192,0.00034065,0.000413481,0.000254366,0.000220844,0.000247454,0.000439853,0.000147162,0.000102753,0.000218614,0.000618241,0.00041276,0.001280515,0.000915864,0.000292329,0.001942543,0.000298441,0.000178444,0.00020946,0.008510106,0.000254252,0.00054545,0.000210819,0.000277824,0.000164926,0.000146594,0.000203747,1.68E-05,0.000198971,0.000137883,0.00059807,0.0001447,0.000257314,0.000420415,9.57E-05,0.000333414,0.000385406,0.000292757,0
4.37E-05,0.275347415,2.27E-05,3.22E-05,4.85E-05,2.28E-05,0.0256631,5.90E-05,2.90E-05,5.18E-06,0.000136153,1.76E-05,2.08E-05,5.51E-05,4.21E-05,4.79E-05,4.57E-05,3.46E-05,3.60E-05,4.36E-05,3.40E-05,0.000260311,3.14E-05,6.66E-06,7.83E-06,1.73E-05,0.000500974,1.49E-05,1.53E-05,2.46E-05,1.98E-05,2.08E-05,3.49E-05,1.93E-05,2.54E-05,3.17E-05,3.19E-05,7.37E-05,2.01E-05,2.05E-05,2.09E-05,3.08E-05,2.25E-05,1.95E-06,1.80E-05,1.66E-05,1.17E-05,2.93E-05,2.24E-05,3.47E-05,2.49E-05,2.10E-05,4.34E-05,7.98E-05,0
1.05E-05,1.32E-05,0.048998674,4.44E-06,0.005007652,1.32E-05,6.99E-06,1.93E-05,2.29E-05,2.51E-06,2.12E-05,9.73E-06,1.06E-05,1.34E-05,3.00E-05,1.43E-05,1.82E-05,1.68E-05,2.15E-05,1.30E-05,8.93E-06,1.25E-05,1.12E-05,2.94E-06,3.40E-06,4.81E-06,7.13E-06,4.20E-06,3.88E-06,2.41E-05,4.06E-06,0.00104789,5.69E-06,5.16E-06,3.83E-06,0.001454911,1.11E-05,5.89E-06,5.76E-06,3.15E-06,2.85E-06,5.04E-06,2.82E-06,7.87E-07,2.65E-06,2.44E-06,2.11E-06,3.88E-06,3.69E-06,5.62E-06,4.13E-06,3.02E-06,1.06E-05,6.05E-06,0
0.000350853,0.000500408,0.000191393,0.058453537,0.000754604,0.000444939,0.000607748,0.001740357,0.000600029,0.294135742,0.007604055,0.000300611,0.00055835,0.030827353,0.032039703,0.000500719,0.000574709,0.000507957,0.000413212,0.000394936,0.000519305,0.00519521,0.000358019,0.11838875,0.000195771,0.000751774,0.004371665,0.000466917,0.001323056,0.000370322,0.000349472,0.000255468,0.000154926,0.00092748,0.000394678,0.00055096,0.000359427,0.000314234,0.000212385,0.000468625,0.000279294,0.000282475,0.000124961,0.000125151,0.000316711,0.001459715,0.000590293,0.000521538,0.000549875,0.000609577,0.000258628,0.000181464,0.000328591,0.000295597,0
0.108454648,0.002816793,0.063058095,0.001610509,0.202174693,0.013247784,0.002961416,0.010802915,0.003792728,0.00228161,0.012991736,0.004719495,0.005811667,0.009369375,0.013738725,0.001744043,0.005264276,0.003361263,0.003164975,0.002954884,0.002035256,0.002649479,0.001418489,0.00123503,0.001098245,0.00159073,0.001398448,0.001349988,0.014883767,0.029056487,0.002414438,0.004571018,0.00437598,0.004937758,0.010000397,0.183717789,0.001967383,0.009621665,0.003789517,0.001458147,0.003055601,0.001336676,0.001804377,7.55E-05,0.002399952,0.001883186,0.002760293,0.005223224,0.004393129,0.005463523,0.001291098,0.006572629,0.010559875,0.009417773,0
0.003100505,0.004575198,0.005982906,0.00089115,0.00053886,0.111771019,0.000738898,0.003048565,0.001077443,8.89E-05,0.00125692,0.000170375,0.00342077,0.00162211,0.000586513,0.000491357,0.00048834,0.001059606,0.001129859,0.005715056,0.004248779,0.011735183,0.003461409,0.000131456,0.000233813,0.000356154,0.001332865,0.004527052,0.001669167,0.001971938,0.000562226,0.000556364,0.00088141,0.000455863,0.00139166,0.002045154,0.000398925,0.001564641,0.000746074,0.000282877,0.00038042,0.000297411,0.000381198,4.21E-05,0.000279317,0.000236755,0.000829082,0.000735614,0.000678911,0.000895235,0.002141123,0.001034851,0.001469326,0.001570552,0
0.000806294,0.002720584,0.000617876,0.000603341,0.000722013,0.000915365,0.194256792,0.003858721,0.000298659,3.14E-05,0.000892505,0.000172421,0.000937713,0.004005849,0.000632389,0.003275023,0.000845504,0.001809035,0.001495698,0.003230016,0.003348273,0.025088121,0.002678663,0.000126474,0.000125812,0.000151909,0.010492101,0.000289655,0.000356516,0.000333042,0.000188746,0.000349187,0.00024584,0.000361142,0.000301828,0.000576026,0.000172833,0.000409004,0.000422569,0.000147889,5.23E-05,0.00041376,0.00029003,8.26E-05,0.000240472,0.000175561,0.000229158,0.000335804,0.000209701,0.000544469,9.05E-05,0.000773701,0.000129479,0.000281545,0
0.0076306,0.001017787,0.000768122,0.000124533,0.017257426,0.006824452,0.008485695,0.138677561,0.079386096,0.000283297,0.006075466,0.003017182,0.012352396,0.01015284,0.001261616,0.002919354,0.002626504,0.003961625,0.00238481,0.001073105,0.001051311,0.004811923,0.001005778,0.000499414,0.001356015,0.001030311,0.001033712,0.000728936,0.003529752,0.001192905,0.000869048,6.46E-05,0.000219045,0.000772442,0.000783404,0.00126038,0.011702039,0.000640598,0.000714464,0.001305947,0.001656717,0.002488272,0.002365101,0.000261565,0.000980821,0.001542967,0.000596052,0.004136778,0.000722578,0.000989329,0.002731838,0.001443122,0.00189623,0.000958486,0
0.001170813,0.004156885,0.000247437,0.000138002,0.002213891,0.001446515,0.001541391,0.013604681,0.060512739,0.000213813,0.001331188,0.0014683,0.001889572,0.001700847,0.000487469,0.000905384,0.001283817,0.001264802,0.001313331,0.000851348,0.000878314,0.001686959,0.000865629,0.000308803,0.000263533,0.001040689,0.000426656,0.001553313,0.002239682,0.00094494,0.000571894,0.000276956,0.000340149,0.001974521,0.000601115,0.000387631,0.055693256,0.001460781,0.002502414,0.000933225,0.003597917,0.006989837,0.002850768,0.000469606,0.001789244,0.000767653,0.000255981,0.001490644,0.000839018,0.001598652,0.004932719,0.006554061,0.003502689,0.002747737,0
0.01163344,0.016332742,0.02894659,0.003295303,0.002167273,0.001028775,0.004322969,0.002182991,0.000658772,0.029607877,0.005941942,0.00071334,0.002269943,0.00439356,0.010915549,0.001206174,0.000723716,0.00256105,0.002129211,0.000454713,0.000852258,0.002013181,0.000609525,0.002050856,0.002242734,0.000999011,0.000985835,0.001472956,0.003461103,0.002389762,0.012737644,0.003776226,0.02312273,0.000986745,0.004395748,0.002990262,0.000313458,0.001088493,0.002143595,0.001173109,0.000890511,0.000328566,0.001247858,5.29E-05,0.00065104,0.001392287,0.00165234,0.001235115,0.001060418,0.00105807,0.001635795,0.000835674,0.000577448,0.000851194,0
