"","A01","A02","A03","B","C10-C12","C13-C15","C16","C17","C18","C19","C20","C21","C22","C23","C24","C25","C26","C27","C28","C29","C30","C31_C32","C33","D35","E36","E37-E39","F","G45","G46","G47","H49","H50","H51","H52","H53","I","J58","J59_J60","J61","J62_J63","K64","K65","K66","L68","M69_M70","M71","M72","M73","M74_M75","N","O84","P85","Q","R_S","T"
"C30",0.000485063685906264,0.000577860360397657,0.00104107021240964,0.000558670692283877,0.000745908746823737,0.000982242112986732,0.000989490711706916,0.000822055557497912,0.00100183250860129,0.000141246931013828,0.00149900082380999,0.000534077203709097,0.00197988403898342,0.00119188818060353,0.00113529959528221,0.000723170440595036,0.00110584714221114,0.00127080998681689,0.00142025703548207,0.00151708240927855,0.0032267649179797,0.00100962251019479,0.00275854290550484,0.000245150661185442,0.000434928889897347,0.000388590734891305,0.00131960434874524,0.000720985468757785,0.000525009208597609,0.000347506885215987,0.000473680581857405,0.000683828538527756,0.000973361471236901,0.000710068688155998,0.000816004877319033,0.000408775996103708,0.000509516440698313,0.000539963167208573,0.000751378353046705,0.000849305952400978,0.000549101892922896,0.000499468717283083,0.000361864217298164,0.000199716074907052,0.000510988162718444,0.0024431444300094,0.0121128601350768,0.000901551143509916,0.00091658350170541,0.00081121183042532,0.000374771418032127,0.000162241960800624,0.000790327090360124,0.00046802633082276,0
"C31_C32",0.00261550682817932,0.0174939636089658,0.00387489824623706,0.000363809806951691,0.00149097890236425,0.00417682993931703,0.00281608029656603,0.00181167442893674,0.0433556831931587,0.000309830248463205,0.00489965740904366,0.00132476563228617,0.00203333489520052,0.00405148037944508,0.000458096036232038,0.000391540562915774,0.000945868612321225,0.00353399703082861,0.0212782681943118,0.00860051026330101,0.003944253142129,0.033228065950203,0.0131288573323055,0.00119231751060757,0.00235750828468885,0.00152728154202351,0.00180102231098061,0.0014973020849106,0.00207255514629955,0.000966950144785993,0.00131088548690272,0.000623329946387985,0.00080684537051241,0.00156854802963461,0.00163201881356287,0.00142177626344279,0.00322456587815357,0.000959848931175433,0.00371221522845106,0.00145353323308643,0.0010849837555943,0.00102909453513639,0.00268698517289058,0.000143495587694719,0.00144280773542987,0.0018926051293774,0.00186813096909252,0.00310831024399792,0.00484619562560359,0.00094606836223065,0.00274967102046897,0.00347986503122212,0.00185162815584583,0.00131383224671874,0
"C33",0.00151184138013207,0.00797193103174743,0.0305881035859401,0.0110968104918938,0.00288175958832396,0.00193136144969862,0.0100649460227172,0.00180759089517199,0.000824561813459251,0.00124749388650312,0.00273248525208302,0.000663725360290586,0.00712265977545388,0.00510179093899511,0.00819011773540056,0.00706498258407667,0.00867273452848324,0.0244756834487908,0.0271621114180165,0.0190714708242676,0.0820714674683388,0.00854970540265375,0.109062645828337,0.00343570004045199,0.00592622829388504,0.00146153157285723,0.00924062160777861,0.00294971002998912,0.00127864424179627,0.00049993648183073,0.00300520113403854,0.0155053289057145,0.0130216324317339,0.00425452848277375,0.00109420748696951,0.000249157636541457,0.000626760676545385,0.000708252707920646,0.00639080854077661,0.00124583977396661,0.000262804972797319,0.000350298644546378,0.000697982100857451,8.01270948266876e-05,0.000204799559016073,0.00073907203526647,0.00129089062493268,0.000770564617526507,0.00415807088076639,0.000767816602646425,4.40903423394137e-05,0.000143077908333169,0.000191265637048609,0.00156158602610112,0
"D35",0.0182107521554348,0.0241970287900681,0.0566680368612455,0.0198500733249252,0.0296803982380108,0.0210042836633046,0.0247673745441797,0.0913458267337868,0.015041393418984,0.0269303341318316,0.0372488096815108,0.0152504916789856,0.0329956935918662,0.107658690087876,0.0655931131469922,0.0290184373047474,0.0112974903821814,0.0180323864784733,0.024304861839842,0.0135847796777542,0.0159735043326131,0.0113013786908489,0.0117653611748865,0.371195429408544,0.0562136628379531,0.00559491919338148,0.0049085439557704,0.00749632066738947,0.00826946816520078,0.0121115794973952,0.0103157384385587,0.00392997547323279,0.00618443403491686,0.00579523534449849,0.0119554002667558,0.00787148120207438,0.00782460065921289,0.00329030319514394,0.00756884095862075,0.00657539353328429,0.00477037573579186,0.00308165401259453,0.00859816972003997,0.00428286249096427,0.0034921344757611,0.00617534748455323,0.00393064026303549,0.00592883665006939,0.004666771839677,0.00619978115054749,0.00674524963598154,0.00731687246367954,0.00760272592877294,0.00626325446134879,0
"E36",0.00275867604386512,0.00125026082807145,0.00114418931122508,0.000531075536823709,0.00246838601917521,0.00190123708521899,0.00128052744968072,0.00270964016177542,0.000752585505612588,0.000957201935609164,0.00223722445658364,0.000976290721784827,0.00130342096971427,0.00262537394052987,0.00262513039305443,0.000863241464226039,0.000707218760551143,0.00138452396567305,0.00049853333402793,0.000543045800047054,0.000567475382647521,0.00170310288517411,0.000121167127245144,0.000683874501661529,0.00279547497665593,0.00283815005868456,0.000141428922350094,5.18109848496103e-05,8.26010804316954e-05,0.000295056312341282,0.000215137239211448,5.56907813573537e-05,0.000122201492570295,4.59249156577293e-05,0.00034581255167177,6.63880764495811e-05,2.5812698629553e-05,0.0001882701760201,0.000142454131467162,0.000129644466698965,9.99535010864945e-05,0.0038817202237494,6.75962193681418e-05,4.53750041575456e-05,0.000129125545203485,8.0412369472867e-05,0.000384073246349118,0.000355637408777561,0.000270771097357334,0.000371575769793082,0.00201131998535168,0.00117694315570308,0.000483098888951829,0.000796640535648538,0
"E37-E39",0.000562717525376071,0.000340898764009284,0.00564080151819469,0.000506828717457308,0.00186607670052884,0.00392654923338294,0.0012081488079798,0.00309916283945007,0.000912753594429747,0.000326957722458894,0.00235103604334366,0.00100272715452569,0.00107395691892557,0.00258722586936703,0.0329504518153957,0.000739292665335784,0.000436255176911383,0.000498763341127994,0.000646520850687178,0.000468091192272659,0.000843558398658726,0.000929060248711956,0.000719662274183879,0.000203709648702102,0.00202554077632961,0.143951305063369,0.00096965879037191,0.00153254574656021,0.00134036810706398,0.000884689719668763,0.00120304297147623,0.00124517332250215,0.00211590244701556,0.00122845246680236,0.00209522981553605,0.00167623204951196,0.00132243822435282,0.00271286169517102,0.000900168545081189,0.000827222793290204,0.000564442424427905,0.000417972905460709,0.00120887058256518,0.00020172833398088,0.000735179853007348,0.00108639627708355,0.00135693449674951,0.00347671533737564,0.00156109280756506,0.00255831611726006,0.00829530540079405,0.000889234329877881,0.00596362765415133,0.00210112976099935,0
"F",0.024446539689747,0.0213685105531723,0.0359904142328842,0.02645493475583,0.003727645802845,0.00664923229124898,0.0102973792157785,0.00742438903817275,0.0124623475375334,0.00836698898209597,0.00714835529174507,0.00357646997627022,0.00587046463001292,0.00900394404493386,0.00559372636544878,0.00494200205264842,0.00027775094299098,0.0026476122936294,0.00576747849029102,0.00317434925000226,0.0106010845880988,0.0113402175595147,0.00661231476895463,0.00954165950282166,0.04934182239156,0.0215711872774696,0.232539114239026,0.0112280732519945,0.030813040352217,0.079355484414625,0.0095810602255821,0.0249024254666073,0.0173911278003463,0.0280805724196665,0.0186848680230278,0.0126564006500537,0.00716484170423485,0.0042829951075257,0.0240050886450649,0.0054764621261934,0.0113458749035712,0.0278625020909309,0.0026929532350087,0.0755873099670508,0.00866259877490276,0.00775108840099503,0.00125164138679684,0.00772326188542661,0.0050484146542329,0.00532877656623529,0.0314518595688557,0.00537400006729001,0.00429752083620834,0.0090808849419817,0
"G45",0.0352770144254525,0.0610462638321104,0.00657264833926675,0.00182702381087875,0.00832228165733655,0.0033789008802644,0.00713388287492259,0.0040656677292213,0.00497941739310068,0.00129121213679498,0.0194054146585084,0.00420823021496153,0.0146407730412713,0.00265703977374998,0.00380477571563198,0.0240590763703184,0.00490223423562326,0.00858835466823768,0.0112246213317804,0.0776426172780564,0.00832865951141655,0.0093317410643319,0.0129735948370835,0.00089618585143668,0.00342037385867519,0.00713851584386996,0.0119260381822588,0.0603315009860048,0.0186909646750011,0.00783084934161295,0.0347060859807125,0.00764066967333687,0.00918756229266822,0.00819098071991148,0.0177727216129828,0.00500254580921264,0.0343172554535686,0.00322546854111575,0.00870706899974177,0.0104397396115188,0.00457241187635396,0.00733076470755299,0.00252815517773149,0.000872476903390553,0.00330979395403504,0.0010332213404317,0.00292282581184766,0.0047447994617361,0.00286899532327412,0.0123338332428175,0.00359133405640486,0.00257660144063218,0.00313801596129785,0.00402062628154785,0
"G46",0.0274557826723869,0.0345885057685417,0.0163881052009368,0.00533712209789496,0.0260457286011,0.0398885755152329,0.0176247525088821,0.0522040739282352,0.0633680165528207,0.00535876660844224,0.0561877054701145,0.0257724189683048,0.0275421234028784,0.0336102270341178,0.0795410461460801,0.0381431835530055,0.0382617622578369,0.0445951099463928,0.0578133789122314,0.0343674767745022,0.0226702392999678,0.0329449311318779,0.0237403154454413,0.0069049963894358,0.00705708533852682,0.00626312074208886,0.012645654409593,0.00757153062211458,0.0049141498791918,0.00397395854801847,0.00338065241722601,0.00207821182610916,0.00355374487711314,0.00234633610454818,0.0030945351005007,0.0208246298878617,0.0283361527134412,0.00396319671831962,0.0125557176127064,0.00328009255343321,0.00194861439111512,0.00253963743635668,0.00385564886509666,0.000645428873283357,0.00199436376792096,0.00235104715989467,0.00645918119061693,0.00533792518893062,0.00324485511488242,0.00392753696895993,0.00489412916850999,0.0043676386764301,0.0138222993290917,0.00444933303463328,0
"G47",0.000682871867294199,0.00117938936825582,0.00082633451955075,0.000479113963744651,0.000807073516201869,0.000489806388040363,0.000449944142997068,0.000365966696535735,0.000483310034618763,0.000266373950703408,0.00070090226153117,0.000615256501376157,0.000532533686493897,0.000516326986319644,0.000636572540355659,0.000526883362210725,0.0020250093000455,0.000500863276765767,0.000531800437548732,0.00120321376636716,0.000604604872638329,0.000508564269845691,0.00124880194522211,0.000303383491367729,0.000471896689441718,0.00108279116824847,0.000994604244783876,0.00156055823496993,0.00111793809552258,0.00187352274493429,0.0017465454575629,0.00148647700714573,0.00243920315363139,0.00129907977481048,0.00159701832628131,0.00118642775446169,0.00196983025600937,0.00317082292607887,0.00112937060541226,0.00161918704013555,0.00151293498780358,0.00231580581503099,0.00131224050253446,0.000210906010960514,0.00124504334488369,0.00114782594076027,0.000874145641747614,0.00158528321254911,0.00151733434969306,0.00209630599943952,0.0014087528201848,0.000812601844358001,0.002613870582459,0.00332858523968099,0
"H49",0.00634096549204664,0.0432773571807979,0.00543979568087457,0.0162431474947608,0.0259499891975197,0.0181898716852513,0.034873598650821,0.0317512140350685,0.0188340517552604,0.00332821678584358,0.0219684947315009,0.00461255698746561,0.0106617511090901,0.0604605267501966,0.0176664810602631,0.011697020699295,0.00546668597468093,0.0121496373988641,0.00293934988428278,0.0046859303019283,0.00403265698573878,0.0131095690080484,0.0051209827337635,0.000303789802228234,0.00128686482863102,0.052375293702311,0.00574289802195059,0.0269162966554164,0.0875554819315163,0.0140580220708787,0.0188369920811653,0.00172656203903592,0.00229382195100904,0.016686513520886,0.0246579159132449,0.00616307438370505,0.0151922738745746,0.00242006095470484,0.00419514693425839,0.00318567667591823,0.004993129008133,0.00548089251390711,0.0023086139018239,0.000271614733075531,0.00419255737702124,0.0048559774926062,0.00256130031660918,0.00774002521708665,0.00774718080556993,0.0074162197405466,0.011180453670455,0.00951452440050413,0.00932110585613232,0.00250875285748284,0
"H50",0.000167139388850232,3.19561150030211e-05,0.0141020377851761,0.00639691173904182,0.000542319167071954,0.000632150210852731,2.08849883180261e-05,0.000236530445982386,0.00474245521458383,0.000797005688437197,0.00110322752589385,0.000187289308838757,0.000341484160503175,0.00159717053546642,0.00157584279813509,0.000651643162560492,0.000700472800960317,0.000668158682237034,0.00036586614258207,0.000830458368399864,0.000875096902989841,0.000907900873010366,0.000749672577146645,5.62057528520051e-05,4.89885307822552e-05,0.00147783001187471,0.000246311003572755,0.00139626304754641,0.00249926499228326,0.00021257815208357,0.000900616211876704,0.12684641303815,0.00167476224729344,0.00862623078520959,0.00428859249428195,0.000432850981866845,0.0035027987950833,0.000367109208847781,0.000605522079068007,0.000103529513976363,0.000490591253498671,0.00120540847821464,0.000867295861890576,4.26040289760097e-05,0.000159750300002912,6.42428878273116e-05,3.8229919606098e-05,0.000288902450246111,0.000333061604049654,0.000954370473827136,0.000193713734526353,0.00022945237421657,0.000350923790783639,0.000210179805820854,0
"H51",0.000249070646044293,2.4139458586737e-05,2.59087899202403e-05,0.00162027525707835,0.000543295401353759,0.000479996628946826,2.61764494870497e-05,0.000484915883448533,0.00041638543948845,0.000400344175543442,0.00103120475458024,0.000317320250327746,0.000313603947292118,0.0015307542628759,0.00196895979088812,0.000441876993374735,0.00063169772153602,0.000572993474445031,0.000404726384319305,0.00062996819744098,0.00262335755545116,0.000512141386829207,0.000949301723814146,4.86371044574058e-05,7.6092294519679e-05,0.00172345937366266,0.000308092931083845,0.00202144619397059,0.00221302368614199,0.000579019053372377,0.000930030743322912,0.00195689429526372,0.0187678319776921,0.00669211729017932,0.0193137174051261,0.00102164631941022,0.00206420695691358,0.00207175469829586,0.00109839262837747,0.000889052209699734,0.00635848122565902,0.0033075927931561,0.00125100495918891,0.000133882757912015,0.00193051222154412,0.000760848896594446,0.000736876419384275,0.00342798786598916,0.00167913771181234,0.00244399414055174,0.000811201726707969,0.000154319400938125,0.000317563575802968,0.00127624425711722,0
"H52",0.00096262624257746,0.00390135539087195,0.0104427698669679,0.00100401072636271,0.00182501290056425,0.00245073150596646,0.00157269274201734,0.00140931712263323,0.00069425798199847,0.00109800527069793,0.00223377953169987,0.00556678565052295,0.00180940554883126,0.00241407328017145,0.00140723128843891,0.00184576458073429,0.00235250432742955,0.0014836525373321,0.0024895345849704,0.00210397449345374,0.00339721124718506,0.00205918171432417,0.00272189537564549,0.0014149367681222,0.00138361397708946,0.00410768793050323,0.00225479879782797,0.0155275099718351,0.0819334651715765,0.00779686273163293,0.0772309281556802,0.113160226448736,0.0637284168345857,0.237962677235026,0.0117307678603503,0.00471579990618023,0.000818969637421185,0.0050731944499052,0.0105575301918349,0.00688530184320277,0.0111065493184848,0.00625988942777614,0.0056980998556036,0.00116512949863678,0.00234775465020157,0.00568878586542905,0.00177354464608788,0.00218806438371885,0.00269557122735259,0.00748505412171401,0.00172122445710354,0.00117830830240341,0.000685805243768846,0.00259469642119317,0
"H53",0.00154979144655252,0.00373542650246662,0.000101574957022679,0.00169333070617787,0.00516050600848811,0.00130456752575561,0.00185472586372799,0.00437672196927606,0.000632436495536108,0.00137475077706994,0.00495207332136556,0.0117614632899607,0.00165326591001587,0.00574032288267858,0.00307721611966215,0.00186168235498723,0.000245814447077938,0.00111589064030413,0.000913602002079456,0.00110511410603335,0.00150439165450963,0.000935079860518802,0.000950692719382556,0.000335493077685615,0.000585210927574911,0.00328377048620947,0.00111144894071587,0.00537937552564876,0.0144599965537956,0.00405359128953033,0.003577687964049,0.00333125138069282,0.00457012733571291,0.0038780102345772,0.0480110431720705,0.00448148172208549,0.00125374453033242,0.00457824848379325,0.00763006786701178,0.00393127023923925,0.0277922208127616,0.0257246540937337,0.0482324109836836,0.000270004043247726,0.00896611358199163,0.00636974860322684,0.00239329204141169,0.00883276564187206,0.00230273608905407,0.00395230056757584,0.0101842770645281,0.00200276668154505,0.0027027727417308,0.00315183391065763,0
"I",0.00149642146678745,0.000154213359611145,0.000663843232754074,0.00133634153094327,0.0026152745722741,0.0010747581403384,0.00143990617721867,0.00090269951094702,0.000390417077216744,0.00139324805599626,0.00175129729953393,0.000684990999843429,0.0012361462621333,0.00138592444687531,0.00258434718162634,0.000115076971895797,0.0157553028682541,0.000812712461391169,0.00115536004765762,0.00126236784817731,0.00115013211323664,0.000900387895781103,0.000756774337714102,0.00101937059274993,0.00124596446576017,0.00176148752388083,0.00138703783502869,0.00144009399938155,0.00212633122991794,0.0109997426649023,0.00230399145664316,0.00218700482760643,0.00842744569423647,0.00332531405049887,0.000431205047270969,0.0040227350778934,0.00110894975048878,0.00333619583079429,0.0022440092514511,0.00184700457065116,0.00341180004150676,0.0128406167470491,0.00382245838593418,0.000344071491804389,0.00255094860953674,0.00328863453126017,0.000631850174230377,0.00435770630039973,0.00259636304713177,0.00261871218844131,0.00487933762074959,0.00322171257316837,0.0192809401119984,0.00226537958300595,0
"J58",0.000492233230765414,0.00587525749688967,0.000216071944016883,0.000321000420801789,0.00379107194185387,0.00303893704425325,0.00160956151957445,0.00164262126651929,0.00932029796447805,0.00040754265825037,0.00207390894901782,0.00540218579173856,0.00164482028953483,0.00211860180556444,0.000913215239769367,0.00130698205882526,0.000886069472233235,0.00165214401316459,0.0017394410535123,0.00119013413618799,0.00153847121218152,0.00210166360204862,0.00131878648579454,0.00128246405129114,0.00195417148068881,0.00164909561698642,0.000592625073793229,0.00292264553226533,0.00219857023929409,0.00274031111433656,0.00236250856729777,0.00219857463872508,0.00312349047188616,0.003405348498664,0.00439466584386928,0.00202666886337146,0.071580847279743,0.00348682001368685,0.00306107366412561,0.00461527866526858,0.0042341711585912,0.00490812101202211,0.00240262352881708,0.000470518349619471,0.00335010506458579,0.00363954496119128,0.00068117394046682,0.00426577145951256,0.00224983894475955,0.00240180768718732,0.00297597708855261,0.00410191956474677,0.000830751347563457,0.00346545589756539,0
"J59_J60",7.11889396339829e-05,0.000153941135296533,0.000247645144258448,8.59146346905136e-05,0.000498572499769951,0.000344261989156906,0.000168580958132999,0.000134199963193734,0.00196061988495576,4.50780256162363e-05,0.00021999867195773,0.000476870748739068,0.000155935459092241,0.0001665946112093,0.000123470651194031,0.000111053002678894,0.000155850966932791,0.00016521613593187,0.000141941266986653,0.000113567913802501,0.000182349825263436,0.000232819521490191,0.000146295903733231,0.0001206668129366,8.68146560806086e-05,0.00123488693098921,9.45737521815633e-05,0.00041211980727308,0.000341144358104733,0.000406161455774435,0.000394125288984789,0.000448309591581578,0.000648667146952623,0.000390821778023966,0.000809926572873047,0.00229814453175653,0.00142426699319983,0.110011626091914,0.000583507320400093,0.000941518045099831,0.000745522763603123,0.00072462460295413,0.000408806622073815,7.35452820347397e-05,0.000595753964574564,0.000547632822822661,0.000208540208048827,0.00906798566098722,0.000404368994577548,0.000462394199796915,0.00192530517671052,0.00168746521727719,0.000570792789413731,0.00789017119068084,0
"J61",0.00814738174592112,0.00547673932885774,0.00520947621431498,0.00119572482419777,0.00140365604756441,0.0029002961764418,0.00203568094510983,0.00152633840009382,0.0018097549815436,0.000798814008046451,0.00160375263813896,0.00313457767822316,0.00195243706086326,0.00244967704329256,0.00159360747382969,0.0028052576927304,0.00264539500192696,0.00196818672154846,0.00311621108004278,0.000868566912454866,0.00143287224694757,0.00251849110046211,0.00206699417837976,0.00114289705501086,0.00427573668979749,0.0054893017017158,0.00458470292621313,0.00743297040571853,0.0157961157058484,0.00571139880864852,0.00606432288468111,0.00527115889198045,0.00683154106176351,0.0113792580543166,0.0182329746271167,0.00724935221679667,0.00416566232478228,0.0413542771946374,0.0895322972330023,0.00644775944826119,0.0183071826940335,0.0169021898926684,0.0379897404552498,0.00307140157263301,0.013018505777137,0.00550208913595125,0.00727950121787531,0.0360285159060826,0.00590691037214609,0.00713747958817174,0.0114972521993903,0.00128073670195758,0.00375529468455614,0.00535271494557853,0
"J62_J63",0.000391590769291279,0.00245445288878092,0.00165168051844803,0.00667661256080011,0.00515550266810251,0.00624634564537546,0.00418272588364715,0.0049504507010377,0.00823916707617738,0.00305418460704279,0.00676231483098668,0.0163900267807634,0.00409389520594975,0.00470365853929509,0.0106744284571387,0.00367290187702707,0.0054397714946127,0.00778053803545443,0.00713265423474316,0.00562604055221412,0.0189501029248678,0.00713221510220698,0.0106584865038746,0.00483120481748319,0.0117508150759549,0.00574843098740979,0.00708286598319605,0.0232499472808764,0.0193681054090762,0.00974204791705098,0.0166485011508979,0.0315159306522541,0.0400355210081793,0.0107822514047839,0.0317988485432538,0.0113025503621688,0.0111678868946313,0.020322852176013,0.031113959704927,0.037503588914037,0.0246818132009851,0.0271715794125937,0.0543538247699339,0.00239823713804841,0.0226788250190383,0.0225370510931861,0.0109886243186733,0.0341185262405474,0.0227178902936205,0.017020910198971,0.0092306727156479,0.00534706012514674,0.00632297639239739,0.0264142358679839,0
"K64",0.033810298235532,0.0132417564030114,0.0137773755999108,0.0259998127935561,0.019461543340272,0.0226136314690264,0.0277494594400465,0.0159926104642488,0.00627120452121456,0.0153648562733199,0.0232275978157613,0.0425902921698908,0.0179344295353777,0.0310466422039579,0.0146531651583713,0.0219557004157374,0.0062259203757199,0.0190689610621332,0.0135807365774795,0.0234078534880928,0.023184814881431,0.0206514379181817,0.0161779796733403,0.0136918319292356,0.0179454093337479,0.0229284952622862,0.0120508198511409,0.0157446949331988,0.016567357117657,0.0159226507362489,0.0119632469118964,0.00939017428315365,0.0132882869428405,0.0224353079619645,0.0208417884474552,0.0146736165273617,0.00542974158045087,0.00894840302741285,0.013487427950979,0.0126799778648034,0.0480941929260307,0.0185216393374127,0.0190451168516997,0.113144965606592,0.0172008353391535,0.0162296810866013,0.0104236677198381,0.0195174825134455,0.0185483068515489,0.0186887586534765,0.0216033054500224,0.000619026272726147,0.00312347810131832,0.0115443588583604,0
"K65",0.0101115478613443,0.0090653561882743,0.0192855285580746,0.00382464631176957,0.00240750094371021,0.00435868274239783,0.00488123864899142,0.00294445993687025,0.00271286418530378,0.000713808530842339,0.00348493934465507,0.00196448435752254,0.00425351203453248,0.00419568451846693,0.00334780214035183,0.00445309368729304,0.00208451130392011,0.00438495955048322,0.00443150901159056,0.00199830702343057,0.00285882506140106,0.00312428891636082,0.00196951369248441,0.00149809804010169,0.0053067348510544,0.0102882698689297,0.00334120046083777,0.00543014136669117,0.0070131634454514,0.00508768355799956,0.00482597072622128,0.00415830380132065,0.0144228389285999,0.00493119153031193,0.00834145319902531,0.00413273689351792,0.00207172427369004,0.00452455572525205,0.00279541467254778,0.00638060656044537,0.00545872695162159,0.17012555261004,0.00325252270270378,0.0104355017874468,0.0032446156643122,0.00202532133195345,0.00207036136396121,0.00413130229636484,0.00269172578619993,0.00335056618636351,0.00550339027653682,0.00210457419453328,0.00492172719558043,0.0031372745560358,0
"K66",9.31904573999923e-05,0.00019028904204341,0.000134656968687491,0.000397695897952291,0.00051387624995397,0.000747342785311399,0.000151176891432905,0.000529482372758717,0.000657741804649503,0.000673885778462497,0.00179940194987235,0.000712310676148318,0.000501185259082703,0.00226417429689613,0.00145486462449248,0.00073637571948692,0.000637836518173079,0.00117022119122917,0.000641717865473821,0.000707416883140908,0.00109991357867346,0.000760472532821006,0.00165174303942567,0.000170974820990898,0.000687960254229853,0.00327478979076927,0.00116127880176305,0.00125569079549628,0.00318604438488928,0.00138952396171552,0.00146537614799806,0.00576033700482888,0.00475029278535815,0.00127014265364911,0.00176003425008229,0.000868454478198962,0.00140792049875819,0.00105748223201807,0.00239249667621323,0.00474899781771139,0.0199177692506927,0.0245250996965549,0.064807553947732,0.000178340699170755,0.00264324390380726,0.00690871943365847,0.00185821872463117,0.0021024994577133,0.00340642671448502,0.00371240613118153,0.000385832085463712,0.000404232997996682,0.000287528843603566,0.00124374094414143,0
"L68",0.00271678373888327,0.00015123069117373,0.000132826600254142,0.000490924951298826,0.00139922306115881,0.00202919486530888,0.00254455946060069,0.00143204839088547,0.0035803129696595,0.000263359482866581,0.000586816762654659,0.00109424294833262,0.00206046001583208,0.00131447907194577,0.000663071832738646,0.00229486750176812,0.00127236982986627,0.00232792227100146,0.00168327396019443,0.000612084484715462,0.00169010556677621,0.00144801789435339,0.00201030423404112,0.00148819136124788,0.00481409599439982,0.00849455460704219,0.00531907972403523,0.00323799377794388,0.0205148988027632,0.0358079203301226,0.00552528033717507,0.00781904581902229,0.0128736139306781,0.00652674593498483,0.0064949059894766,0.00447280273181528,0.00348858078569008,0.00224977057009337,0.00774670384613997,0.00324418485047648,0.0133209065806827,0.0220423464842708,0.00106167224120738,0.00211549398111631,0.00269910482715641,0.00166178602761985,0.00584777634666799,0.00310344879693805,0.00212705188443428,0.0037921333361337,0.0176827170420073,0.00281676546207707,0.00663370660222178,0.00352455886928285,0
"M69_M70",0.00128371605090602,0.000403399129391583,0.00425067826707656,0.0221611388102425,0.0110035292798014,0.0116063361668744,0.00440192234334141,0.00456990603457356,0.00635780785223833,0.00222399199469692,0.0126952842826096,0.017767329231011,0.00618045765364917,0.00523775107181329,0.00351881676230258,0.00438616945377011,0.00336944374340237,0.0072836403331746,0.00646282249183748,0.0134747877414085,0.00730768309179876,0.00783344209734554,0.00757382452303331,0.00402842206390962,0.00611288159851743,0.00892242304314239,0.011471076456911,0.0175606089005605,0.0190936475232894,0.039861403212982,0.0143769044385754,0.0199874715328191,0.0176186454239568,0.0249024791951995,0.0179459207913039,0.0139996480531511,0.0122790059731256,0.0255082847254134,0.0116141741925004,0.0437840231947429,0.0806559545756222,0.0395477599390974,0.0161700673058558,0.0047899861684303,0.0916732656019036,0.0636933183440179,0.00869766754951595,0.113281767934559,0.0375953956191094,0.0479741406629117,0.0270513652911189,0.00407289305112804,0.00952582261782877,0.0263141150460464,0
"M71",0.00172065649918621,0.000414465400430996,0.000729242736827736,0.00787034023956575,0.00485495715188935,0.00647320082857081,0.00311605084514991,0.00381316786509448,0.00926750071192035,0.00174420520290538,0.00499373907216379,0.00757516114635271,0.00536781205125729,0.00485602676105985,0.00471751988564738,0.00348102486124846,0.0149026649132309,0.00459849912963525,0.00665691390588768,0.00405335529967029,0.0236875642167352,0.00499747173578156,0.0098099895448937,0.00400849742632354,0.00763943255936987,0.00768698602632372,0.021466631351722,0.0128450622643989,0.00831760261213295,0.00787207966234989,0.00605290630949099,0.00823025679023697,0.00365042341823057,0.0157128496008346,0.01115916090434,0.00621112797738238,0.00739413147182628,0.0129439199271686,0.00616275487696248,0.025879006016169,0.0135314941991344,0.0125154917053329,0.00469900980054187,0.00663383149704012,0.0158792721874112,0.0919111162609605,0.0138687417804316,0.0269398178705308,0.0288508350386235,0.0244635085059603,0.00678907206927528,0.00230840915424715,0.00797894129008455,0.0093731549393728,0
"M72",7.87971325631418e-05,0.00017493574855497,0.000156101882768871,0.000324180404153284,0.000259355705509107,0.000216176428877005,0.000153780433102128,0.000150322278241984,0.000255860437134796,8.46388729403876e-05,0.000224179447523246,0.000354956447540894,0.000184464051007558,0.00025056987029417,0.000225900391886074,0.000195276844129044,0.000286519555069346,0.000251027749094356,0.000221297819440213,0.000202054041634827,0.000395116693964261,0.000207991243793385,0.00101591772196658,0.000140519957251736,0.000255474115338184,0.00068280157544293,0.000565368041685042,0.000697068956463632,0.000585030069787433,0.000461219083766402,0.00101032621050309,0.00101056571132222,0.00104075960581737,0.000735130730995712,0.000818133740984027,0.000434669701297645,0.00049090786260724,0.00099835260732072,0.00049961918288414,0.0012490888856988,0.000906404759586236,0.000689314597665172,0.000759965086405611,9.35020605208205e-05,0.00109532597383777,0.001110675824726,0.0828630168320766,0.000959769072608214,0.00132297799029896,0.0016425259772794,0.000592853156904268,0.000372956145576557,0.00297656009778697,0.000965646687219406,0
"M73",0.00139572442734886,0.00065326584367849,0.000608052559967174,0.00087445445792425,0.00955973603702123,0.00632380005329413,0.00307541554324075,0.00227621254820325,0.00251562661892578,0.00058812293377044,0.00380855220233149,0.00806483965378082,0.00272279961007925,0.0027062084720203,0.00148731648033333,0.00182964398090878,0.00252589381570784,0.00260198096955476,0.00221331689937672,0.00184131708560402,0.00181308047167024,0.00392096337706388,0.00204097399802342,0.00191451203708588,0.000713687990322289,0.00324154076656873,0.00134818557268154,0.00650238189649374,0.00512576936818869,0.00714405007246265,0.00634688337786279,0.00579695562938425,0.00758617426832088,0.00610637591389159,0.0103370079634542,0.00505423994355249,0.0231431040163078,0.00967294974625463,0.0082244740276271,0.0120915085863573,0.0110957479708869,0.0120728032540685,0.00326518584320359,0.00125720235161107,0.00775411854018156,0.00862760306496388,0.000958179209540124,0.00809209316656691,0.00520590805334206,0.00650721700956475,0.00454816175635241,0.000656917213241528,0.000887131617690386,0.00627359367023871,0
