CorporateManagersAndDirectors,OtherManagersAndProprietors,ScienceEngineeringTechProfessionals,HealthProfessionals,TeachingAndEducationalProfessionals,BusinessMediaAndPublicServiceProfessionals,ScienceEngineeringTechAssociateProf,HealthAndSocialCareAssociateProfessionals,ProtectiveServiceOccupations,CultureMediaAndSportsOccupations,BusinessPublicServiceAssociateProf,AdministrativeOccupations,SecretarialAndRelatedOccupations,SkilledAgriculturalAndRelatedTrades,SkilledMetalElectricalElectronicTrades,SkilledConstructionAndBuildingTrades,TextilesPrintingAndOtherSkilledTrades,CaringPersonalServiceOccupations,LeisureTravelAndRelatedPersonalServic,SalesOccupations,CustomerServiceOccupations,ProcessPlantAndMachineOperatives,TransportAndDriversAndOperatives,ElementaryTradesAndRelatedOccupations,ElementaryAdministrationAndServiceOccupations
0.716773263,0.618819777,0.62569255,0.439707529,0.760754652,0.674708129,0.378045137,0.274594849,0.227665134,0.558815898,0.638880392,0.584133427,0.499742664,0.126656677,0.170946298,0.152079041,0.275927372,0.276270717,0.296175422,0.668789403,0.54321847,0.132411264,0.195491688,0.124611036,0.216654086
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
