0.765268118,1.095521065,0.449213628,0.302123995,0.974267751,0.613963602,0.163853546,0.783085297,1.082729517,0.947357142,1.75,2.07363963,1.328654412,1.086871025,1.12,1.116096517,1.654216277,0.277815006,1.122738089,0.277815006,
,,,,,,,,,,,,,,,,,,,,
