Agricultureforestryandfishing,Miningandquarrying,Manufacturing,Electricitygasaircondsupply,Watersupplyseweragewaste,Construction,Wholesaleretailrepairofvehicles,Transportandstorage,Accommodationandfoodservices,Informationandcommunication,Financialandinsuranceactivities,Realestateactivities,Profscientifictechnicalactiv.,Adminandsupportservices,Publicadminanddefence,Education,Healthandsocialwork,Artsentertainmentandrecreation,Otherserviceactivities,Householdsasemployers,Extraterritorialorganisations
60818.18182,267520.2312,145737.1511,571716.895,110576.087,113030.9417,240513.9392,76626.62099,20299.68134,101011.9264,464346.0635,38831.33971,51608.73135,43527.36829,12502.48286,18644.30894,12065.95431,112222.7701,26812.16362,112222.7701,
