0.028447678,0,0,0,0,0,0,0,0.003630068,0,0,0
0,0,0,3.80985E-05,0,0,0,0,0.000226654,0,0,0
0.000848926,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.000426139,0,0,0,0,3.50775E-05,0,0,3.25569E-05
0.120703396,0.027422006,0,0,0,0,0,0,0.005032267,0,0,0
0,0,0.048673748,0,0.013857469,0,0,0,0.001074809,0,0,0.000857969
0,0,0,0.000331598,0,0,0,0,0.000362467,0,0,0.000423878
0,0,0,0.000103007,5.67031E-05,0,0,0,0.000620601,0,0,0.002147476
0,0,0,0,0,0,0,0,0.000787894,0,0,0
0,0,0,0.001358847,0,0,0.026708226,0,0,0,0,0
0,0,0,0.000371108,0.003839059,0,8.72755E-05,0,0.001495739,0,0,0.007547447
0,0.002577994,0,0,0,0.006355693,0,0,0.000309401,0,0,0
0,0,0,0.000722461,0.002203689,0.000612542,0.001203635,0,0.00045061,0,0,0
0,0,0,7.19639E-05,0.005598144,0,0,0,0.000212264,0,0,6.31986E-05
0,0,0,1.26995E-05,0,0,0,0,0,0,0,0
0,0,0,0.000118529,0.005712839,0,0,0,0.000400243,0,0,0.000749446
0,0,0,0,0,0.001075817,0,0.002846351,0.014508578,0,0,0.000419409
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.012835524,0,0,0,0.003575203,0,0,0.001096719
0,0,0,0,0,0,0.047468291,0,0.007347379,0,0,0
0,0,0,0,0,0.000283062,0.001816482,0,0.003970049,0,0,0
0,0,0.000541154,0,0.017771273,0.002249932,0,0,0.010087019,0,0,0.006398381
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.044113857,0,0,0,0,0,0,0,0
0,0,0,0.006795648,0,0,0,0,0,0,0,0
0,0,0,0.006881722,0,0,0,0,0,0,0,0
0,0,0,0.003015428,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.018906179,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.019270626,0,0,0,0,0
0,0,0,0,0,0,0.00603352,0,0,0,0,0
0,0,0,0,0,0,0.011810967,0,0,0,0,0
0,0,0,0,0,0,0.00107416,0,0.000181683,0,0,0
0,0,0,0,0,0,0,0.001997668,0,0,0.008851769,0
0,0,0,0,0,0,0,0,0,0,0.056178705,0
0,0,0,0,0,0,0,0,0.012382344,0,0,0
0,0,0,0,0,0,0,0,0.015234412,0,0,0
0,0,0,0,0,0,0,0.03515598,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,7.02207E-05
0,0,0,0,0,0,0,0,0,0,0,0.021903108
0,0,0,0,0,0,0,0,0,0,0,0.024627671
0,0,0,0,0,0,0,0,0,0,0,0.001579965
0,0,0,0.113756546,0,0,7.28894E-05,0,0,0,0.000343752,3.06418E-05
0,0,0,0,0,0,0,0,0,0,0,0.000398981
0,0,0,0,0,0,0.000497758,0,0,0,0,4.02173E-05
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,8.74567E-05
0,0,0,0,0,0,0,0,0.0038909,0,0,0
0,0,5.17223E-05,0,0.000836371,0,0.020011988,0,0.000673667,0,0.004625774,0.000406642
0,0,0,0.001882349,0,0.000901975,0.001644808,0,0,0,0,0.000383022
0,0,0,0,0,0,0.00013427,0,0,0.01,0,3.00034E-05
0,0,0,0,0,0.008520979,0,0,0,0,0,0.013271709
0,0,0.000733376,0,0.000891785,0,0.003258925,0,0.033510669,0,0,0.017433881
0,0,0,0,0.006397143,0,0,0,0,0,0,0
